id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58
12613531,JF139034,2022-02-09T12:00:00.000,015XX N HAMLIN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,2535,025,26,23,26,1150758,1909944,2022,2022-02-16T15:50:22.000,41.908782633,-87.721623963,"{'latitude': '41.908782633', 'longitude': '-87.721623963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,4299,24,454,49,5,6,193
12615236,JF138858,2022-02-09T12:00:00.000,080XX S STONY ISLAND AVE,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,0411,004,8,45,06,1188211,1851967,2022,2022-02-16T15:50:22.000,41.748875144,-87.585894137,"{'latitude': '41.748875144', 'longitude': '-87.585894137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21202,41,133,35,61,19,224
12615299,JF140556,2022-02-09T12:00:00.000,043XX S HERMITAGE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,0924,009,15,61,11,1165406,1875869,2022,2022-02-16T15:50:22.000,41.814978525,-87.668783095,"{'latitude': '41.814978525', 'longitude': '-87.668783095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29,14924,59,706,3,37,23,108
12613843,JF139123,2022-02-09T12:00:00.000,007XX N SPAULDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1121,011,27,23,14,1154242,1904735,2022,2022-02-16T15:50:22.000,41.894419763,-87.708964601,"{'latitude': '41.894419763', 'longitude': '-87.708964601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,21572,24,177,46,30,16,65
12613600,JF139089,2022-02-09T11:57:00.000,021XX N LONG AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SCHOOL - PUBLIC GROUNDS,False,False,2515,025,36,19,14,1140035,1913783,2022,2022-02-16T15:50:22.000,41.919520368,-87.760921537,"{'latitude': '41.919520368', 'longitude': '-87.760921537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,22615,19,307,44,2,6,133
12613432,JF138827,2022-02-09T11:45:00.000,022XX S PRINCETON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,0914,009,25,34,08A,1174562,1889561,2022,2022-02-16T15:50:22.000,41.852351309,-87.634789274,"{'latitude': '41.852351309', 'longitude': '-87.634789274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,21194,35,3,26,40,23,157
12613474,JF138824,2022-02-09T11:38:00.000,090XX S ASHLAND AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2221,022,21,73,06,1167258,1844724,2022,2022-02-16T15:50:22.000,41.729473124,-87.662880297,"{'latitude': '41.729473124', 'longitude': '-87.662880297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,72,632,13,59,9,245
12613782,JF139237,2022-02-09T11:35:00.000,013XX W 76TH ST,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,0612,006,17,71,08B,1168681,1854376,2022,2022-02-16T15:50:22.000,41.755929033,-87.657389725,"{'latitude': '41.755929033', 'longitude': '-87.657389725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,70,572,31,59,20,230
12617618,JF138792,2022-02-09T11:35:00.000,044XX S WALLACE ST,5011,OTHER OFFENSE,LICENSE VIOLATION,RESIDENCE,True,False,0925,009,11,61,26,1173038,1875495,2022,2022-02-16T15:50:22.000,41.81378686,-87.640798957,"{'latitude': '41.81378686', 'longitude': '-87.640798957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,14924,59,707,48,37,23,106
12618871,JF145497,2022-02-09T11:34:00.000,022XX S KOLIN AVE,1585,SEX OFFENSE,OTHER,RESIDENCE,False,False,1013,010,22,29,17,,,2022,2022-02-16T15:50:22.000,,,,,,,,,,,
12613614,JF139118,2022-02-09T11:30:00.000,039XX N KEELER AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1731,017,45,16,08A,1147702,1925853,2022,2022-02-16T15:50:22.000,41.952497624,-87.732440766,"{'latitude': '41.952497624', 'longitude': '-87.732440766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,22618,16,295,50,21,1,25
12614390,JF138861,2022-02-09T11:30:00.000,096XX S JEFFERY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,0431,004,7,51,14,1191194,1841532,2022,2022-02-16T15:50:22.000,41.720168886,-87.575300272,"{'latitude': '41.720168886', 'longitude': '-87.575300272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,21202,48,252,37,25,19,249
12613499,JF138846,2022-02-09T11:30:00.000,048XX W THOMAS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1531,015,37,25,08B,1143866,1906879,2022,2022-02-16T15:50:22.000,41.900504018,-87.747019123,"{'latitude': '41.900504018', 'longitude': '-87.747019123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,4299,26,578,45,5,25,69
12613426,JF138884,2022-02-09T11:30:00.000,013XX W 95TH ST,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,2213,022,21,73,08A,1169194,1841762,2022,2022-02-16T15:50:22.000,41.721303358,-87.655873595,"{'latitude': '41.721303358', 'longitude': '-87.655873595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,22212,72,592,13,59,9,244
12613396,JF138809,2022-02-09T11:25:00.000,061XX S JUSTINE ST,0810,THEFT,OVER $500,STREET,False,False,0713,007,16,67,06,1167057,1864109,2022,2022-02-16T15:50:22.000,41.782672519,-87.663063353,"{'latitude': '41.782672519', 'longitude': '-87.663063353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,22257,65,277,2,23,17,266
12613441,JF138805,2022-02-09T11:08:00.000,013XX E 50TH ST,0560,ASSAULT,SIMPLE,SCHOOL - PRIVATE GROUNDS,False,False,0222,002,4,39,08A,1185776,1872110,2022,2022-02-16T15:50:22.000,41.804206983,-87.594182345,"{'latitude': '41.804206983', 'longitude': '-87.594182345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,21192,5,356,10,10,24,113
12613424,JF138798,2022-02-09T11:03:00.000,079XX S STONY ISLAND AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,VEHICLE NON-COMMERCIAL,False,True,0411,004,8,45,04A,1188223,1852840,2022,2022-02-16T15:50:22.000,41.751270452,-87.585822373,"{'latitude': '41.751270452', 'longitude': '-87.585822373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21202,41,431,35,25,19,224
12613801,JF138954,2022-02-09T11:00:00.000,009XX N KILDARE AVE,0560,ASSAULT,SIMPLE,STREET,False,False,1111,011,37,23,08A,1147544,1905759,2022,2022-02-16T15:50:22.000,41.897360847,-87.733538268,"{'latitude': '41.897360847', 'longitude': '-87.733538268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,4299,24,99,45,5,16,68
12614189,JF138781,2022-02-09T11:00:00.000,0000X N KILDARE AVE,0560,ASSAULT,SIMPLE,STREET,False,True,1115,011,28,26,08A,1147723,1899787,2022,2022-02-16T15:50:22.000,41.880969583,-87.733034268,"{'latitude': '41.880969583', 'longitude': '-87.733034268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21572,27,619,23,30,16,100
12614253,JF139852,2022-02-09T11:00:00.000,0000X E CHESTNUT ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1833,018,2,8,06,1176420,1906333,2022,2022-02-16T15:50:22.000,41.898332998,-87.627463695,"{'latitude': '41.898332998', 'longitude': '-87.627463695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,104,11,6,14,71
12614333,JF139961,2022-02-09T11:00:00.000,048XX S PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0931,009,15,61,14,1165829,1872522,2022,2022-02-16T15:50:22.000,41.805784991,-87.667326614,"{'latitude': '41.805784991', 'longitude': '-87.667326614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,14924,59,740,3,37,23,119
12618353,JF144026,2022-02-09T11:00:00.000,027XX S STATE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,0133,001,3,35,26,,,2022,2022-02-16T15:50:22.000,,,,,,,,,,,
12613521,JF138773,2022-02-09T11:00:00.000,078XX S PAULINA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0611,006,17,71,08B,1166370,1852813,2022,2022-02-16T15:50:22.000,41.751689457,-87.665903469,"{'latitude': '41.751689457', 'longitude': '-87.665903469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,70,573,31,59,20,231
12613554,JF138804,2022-02-09T10:58:00.000,036XX W MONTROSE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,True,False,1723,017,35,16,15,1151120,1928993,2022,2022-02-16T15:50:22.000,41.961047559,-87.719793346,"{'latitude': '41.961047559', 'longitude': '-87.719793346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,21538,14,119,12,20,1,9
12613422,JF138767,2022-02-09T10:57:00.000,012XX N CLARK ST,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,CTA PLATFORM,True,False,1821,018,2,8,18,1175314,1908524,2022,2022-02-16T15:50:22.000,41.904370109,-87.631460067,"{'latitude': '41.904370109', 'longitude': '-87.631460067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14926,37,17,11,54,14,198
12613874,JF138992,2022-02-09T10:50:00.000,045XX S WESTERN BLVD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,0924,009,12,61,06,1161289,1874276,2022,2022-02-16T15:50:22.000,41.810693516,-87.683929054,"{'latitude': '41.810693516', 'longitude': '-87.683929054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29,14924,55,687,3,37,23,115
12613653,JF138796,2022-02-09T10:46:00.000,033XX W HIRSCH ST,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,True,False,1422,014,26,23,15,1153830,1909111,2022,2022-02-16T15:50:22.000,41.906436134,-87.710361054,"{'latitude': '41.906436134', 'longitude': '-87.710361054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,4299,24,455,49,5,7,190
12613318,JF138743,2022-02-09T10:40:00.000,046XX S HALSTED ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,0925,009,11,61,06,1171749,1874101,2022,2022-02-16T15:50:22.000,41.809989993,-87.645568012,"{'latitude': '41.809989993', 'longitude': '-87.645568012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,14924,59,123,48,37,23,106
12616253,JF139052,2022-02-09T10:30:00.000,007XX N CENTRAL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,1524,015,37,25,26,1138893,1904338,2022,2022-02-16T15:50:22.000,41.893623014,-87.765347251,"{'latitude': '41.893623014', 'longitude': '-87.765347251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,22216,26,673,45,32,25,67
12614681,JF140054,2022-02-09T10:30:00.000,004XX W 79TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0621,006,17,44,07,1174815,1852546,2022,2022-02-16T15:50:22.000,41.750772837,-87.634964504,"{'latitude': '41.750772837', 'longitude': '-87.634964504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,67,495,31,59,20,229
12614324,JF138788,2022-02-09T10:30:00.000,048XX S ADA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0933,009,20,61,08B,1168146,1872679,2022,2022-02-16T15:50:22.000,41.806166233,-87.658824223,"{'latitude': '41.806166233', 'longitude': '-87.658824223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,14924,59,739,4,37,23,118
12613647,JF138753,2022-02-09T10:30:00.000,010XX W BRYN MAWR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,False,True,2022,020,48,77,08B,1168038,1937364,2022,2022-02-16T15:50:22.000,41.983668588,-87.657351164,"{'latitude': '41.983668588', 'longitude': '-87.657351164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,22616,76,145,16,15,2,47
12614329,JF138985,2022-02-09T10:22:00.000,011XX W CARROLL AVE,0810,THEFT,OVER $500,STREET,False,False,1214,012,27,28,06,1168928,1902406,2022,2022-02-16T15:50:22.000,41.887722899,-87.655095066,"{'latitude': '41.887722899', 'longitude': '-87.655095066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14917,29,63,46,44,15,76
12613371,JF138802,2022-02-09T10:19:00.000,008XX E 80TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,0624,006,8,44,08A,1183154,1852139,2022,2022-02-16T15:50:22.000,41.749466183,-87.604419308,"{'latitude': '41.749466183', 'longitude': '-87.604419308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21546,40,247,35,61,20,235
12613377,JF138763,2022-02-09T10:15:00.000,007XX N TRUMBULL AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,011,27,23,18,1153245,1904749,2022,2022-02-16T15:50:22.000,41.894478031,-87.712625933,"{'latitude': '41.894478031', 'longitude': '-87.712625933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,21572,24,584,46,30,16,65
12615257,JF141051,2022-02-09T10:13:00.000,016XX W HARRISON ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,STREET,False,False,1231,012,27,28,11,1165692,1897450,2022,2022-02-16T15:50:22.000,41.874192812,-87.667119921,"{'latitude': '41.874192812', 'longitude': '-87.667119921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,29,5,46,28,15,136
12613460,JF138769,2022-02-09T10:10:00.000,004XX N DRAKE AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1123,011,27,23,08B,1152639,1902732,2022,2022-02-16T15:50:22.000,41.88895519,-87.714904997,"{'latitude': '41.88895519', 'longitude': '-87.714904997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,21572,24,584,46,30,16,86
12614445,JF138714,2022-02-09T10:08:00.000,031XX S HALSTED ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA BUS,False,False,0913,009,11,60,14,1171479,1884120,2022,2022-02-16T15:50:22.000,41.837489008,-87.646264459,"{'latitude': '41.837489008', 'longitude': '-87.646264459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,14920,58,676,48,43,23,162
12618943,JF145409,2022-02-09T10:05:00.000,009XX W BELMONT AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,1924,019,44,6,06,,,2022,2022-02-16T15:50:22.000,,,,,,,,,,,
12615083,JF138711,2022-02-09T10:01:00.000,078XX S SANGAMON ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,0621,006,17,71,04A,1171335,1852819,2022,2022-02-16T15:50:22.000,41.75159879,-87.647708896,"{'latitude': '41.75159879', 'longitude': '-87.647708896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,70,487,31,59,20,229
12614644,JF140440,2022-02-09T10:00:00.000,088XX S LOOMIS ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,RESIDENCE,False,True,2222,022,21,71,20,1168546,1846064,2022,2022-02-16T15:50:22.000,41.733122652,-87.658123493,"{'latitude': '41.733122652', 'longitude': '-87.658123493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,70,533,13,59,9,244
12616012,JF141954,2022-02-09T10:00:00.000,074XX S PRINCETON AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,0731,007,6,69,26,1175579,1855679,2022,2022-02-16T15:50:22.000,41.759353114,-87.632071272,"{'latitude': '41.759353114', 'longitude': '-87.632071272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21559,67,494,32,11,17,210
12615215,JF141057,2022-02-09T10:00:00.000,076XX N EASTLAKE TER,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,2422,024,49,1,06,1165924,1950541,2022,2022-02-16T15:50:22.000,42.019872063,-87.664747625,"{'latitude': '42.019872063', 'longitude': '-87.664747625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,21853,10,340,5,9,11,32
12615100,JF140862,2022-02-09T10:00:00.000,039XX W 78TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,0833,008,18,70,11,1151392,1852588,2022,2022-02-16T15:50:22.000,41.751377751,-87.720797266,"{'latitude': '41.751377751', 'longitude': '-87.720797266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,4300,69,571,30,8,13,209
12617523,JF143777,2022-02-09T10:00:00.000,077XX S PAULINA ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,0611,006,17,71,06,1166356,1853367,2022,2022-02-16T15:50:22.000,41.753210009,-87.665939025,"{'latitude': '41.753210009', 'longitude': '-87.665939025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,70,573,31,59,20,231
12613820,JF139383,2022-02-09T10:00:00.000,074XX N ARTESIAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2411,024,50,2,07,1158695,1949509,2022,2022-02-16T15:50:22.000,42.017192097,-87.69137819,"{'latitude': '42.017192097', 'longitude': '-87.69137819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42,22528,20,359,27,12,11,35
12614187,JF138728,2022-02-09T09:59:00.000,045XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1131,011,28,26,08A,1146272,1898305,2022,2022-02-16T15:50:22.000,41.876930527,-87.738400016,"{'latitude': '41.876930527', 'longitude': '-87.738400016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21572,27,716,23,30,16,90
12613384,JF138754,2022-02-09T09:55:00.000,048XX W MAYPOLE AVE,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,VEHICLE NON-COMMERCIAL,False,False,1532,015,28,25,03,1143875,1901021,2022,2022-02-16T15:50:22.000,41.884428818,-87.747133067,"{'latitude': '41.884428818', 'longitude': '-87.747133067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,696,23,32,25,81
12613887,JF138964,2022-02-09T09:55:00.000,011XX W JACKSON BLVD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1232,012,25,28,06,1168933,1898798,2022,2022-02-16T15:50:22.000,41.877822179,-87.655181405,"{'latitude': '41.877822179', 'longitude': '-87.655181405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14917,29,91,26,44,15,95
12613353,JF138717,2022-02-09T09:50:00.000,040XX N CICERO AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1624,016,45,15,06,1143644,1926627,2022,2022-02-16T15:50:22.000,41.954698652,-87.747338823,"{'latitude': '41.954698652', 'longitude': '-87.747338823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20,22618,15,259,50,21,12,15
12613388,JF138684,2022-02-09T09:50:00.000,070XX S STATE ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,0322,003,6,69,06,1177506,1858207,2022,2022-02-16T15:50:22.000,41.766246905,-87.624932618,"{'latitude': '41.766246905', 'longitude': '-87.624932618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,22260,67,514,32,60,18,211
12613439,JF138715,2022-02-09T09:47:00.000,046XX S ELLIS AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,CHA APARTMENT,False,False,0222,002,4,39,04A,1183699,1874469,2022,2022-02-16T15:50:22.000,41.810729022,-87.601726053,"{'latitude': '41.810729022', 'longitude': '-87.601726053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,4301,5,398,10,36,24,113
12613440,JF138713,2022-02-09T09:45:00.000,036XX W 65TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,0833,008,13,65,08A,1153187,1860931,2022,2022-02-16T15:50:22.000,41.774237034,-87.713999258,"{'latitude': '41.774237034', 'longitude': '-87.713999258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23,21867,63,238,15,58,13,209
12613881,JF138812,2022-02-09T09:35:00.000,043XX N CLARENDON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1915,019,46,3,11,1170130,1929225,2022,2022-02-16T15:50:22.000,41.961289398,-87.649896002,"{'latitude': '41.961289398', 'longitude': '-87.649896002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37,21186,31,636,39,53,5,5
12613507,JF138899,2022-02-09T09:30:00.000,030XX N MOBILE AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,2511,025,36,19,08B,1133880,1919540,2022,2022-02-16T15:50:22.000,41.935428755,-87.783400598,"{'latitude': '41.935428755', 'longitude': '-87.783400598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39,22254,19,81,44,52,6,179
12613858,JF139410,2022-02-09T09:30:00.000,037XX S WOLCOTT AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,0912,009,12,59,05,1164305,1879828,2022,2022-02-16T15:50:22.000,41.825865757,-87.672710074,"{'latitude': '41.825865757', 'longitude': '-87.672710074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,14924,56,720,1,37,23,165
12613339,JF138695,2022-02-09T09:30:00.000,008XX N STATE ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,CTA STATION,False,False,1832,018,2,8,04B,1176223,1905805,2022,2022-02-16T15:50:22.000,41.896888586,-87.628203192,"{'latitude': '41.896888586', 'longitude': '-87.628203192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,104,36,6,14,71
12613352,JF138683,2022-02-09T09:29:00.000,054XX W CORNELIA AVE,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,1633,016,36,15,08B,1139439,1922736,2022,2022-02-16T15:50:22.000,41.944099234,-87.762892496,"{'latitude': '41.944099234', 'longitude': '-87.762892496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,22618,15,361,44,21,12,27
12613293,JF138673,2022-02-09T09:25:00.000,039XX S WALLACE ST,0560,ASSAULT,SIMPLE,STREET,False,False,0925,009,11,61,08A,1172941,1878880,2022,2022-02-16T15:50:22.000,41.823077765,-87.641054724,"{'latitude': '41.823077765', 'longitude': '-87.641054724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,14924,59,123,48,37,23,106
12613343,JF138686,2022-02-09T09:24:00.000,072XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0733,007,6,68,08B,1170564,1856874,2022,2022-02-16T15:50:22.000,41.76274306,-87.650416285,"{'latitude': '41.76274306', 'longitude': '-87.650416285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21559,66,512,32,11,17,215
12614791,JF140284,2022-02-09T09:20:00.000,0000X W TERMINAL ST,0810,THEFT,OVER $500,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,False,False,1651,016,41,76,06,,,2022,2022-02-16T15:50:22.000,,,,,,,,,,,
12613308,JF138709,2022-02-09T09:15:00.000,040XX S BRIGHTON PL,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,0921,009,12,58,08A,1159140,1877847,2022,2022-02-16T15:50:22.000,41.820537076,-87.691713613,"{'latitude': '41.820537076', 'longitude': '-87.691713613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29,22248,55,641,1,56,23,110
12613624,JF138702,2022-02-09T09:15:00.000,112XX S ELLIS AVE,0460,BATTERY,SIMPLE,GOVERNMENT BUILDING / PROPERTY,False,False,0531,005,9,50,08B,1183132,1830702,2022,2022-02-16T15:50:22.000,41.690640989,-87.605164338,"{'latitude': '41.690640989', 'longitude': '-87.605164338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,47,601,43,19,10,265
12615082,JF138668,2022-02-09T09:15:00.000,030XX W HARRISON ST,0545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC BUILDING,False,False,1134,011,28,27,08A,1156193,1897211,2022,2022-02-16T15:50:22.000,41.873733995,-87.702002425,"{'latitude': '41.873733995', 'longitude': '-87.702002425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21184,28,36,23,28,16,140
12613361,JF138692,2022-02-09T09:00:00.000,017XX W STEUBEN ST,0820,THEFT,$500 AND UNDER,STREET,False,False,2234,022,34,75,06,1167031,1829214,2022,2022-02-16T15:50:22.000,41.686916042,-87.664153394,"{'latitude': '41.686916042', 'longitude': '-87.664153394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,22212,74,378,22,13,9,263
12613700,JF139090,2022-02-09T09:00:00.000,054XX S WOODLAWN AVE,0810,THEFT,OVER $500,APARTMENT,False,False,0233,002,5,41,06,1185138,1869651,2022,2022-02-16T15:50:22.000,41.797474332,-87.596599493,"{'latitude': '41.797474332', 'longitude': '-87.596599493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,21192,8,499,33,10,24,122
12613733,JF139260,2022-02-09T09:00:00.000,033XX W POTOMAC AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1422,014,26,23,14,1153865,1908452,2022,2022-02-16T15:50:22.000,41.90462708,-87.710250069,"{'latitude': '41.90462708', 'longitude': '-87.710250069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,4299,24,455,49,5,7,190
